candidate_id,first_name,last_name,date_of_birth,gender,country_of_origin,education_level,english_proficiency,japanese_proficiency,current_prefecture,current_city
CAND000260,James,Anderson,1990-01-19,Male,USA,Master's Degree,5,1,Tokyo,Nerima
CAND000261,Mariana,Rodríguez,2001-11-28,Male,Mexico,Bachelor's Degree,4,3,Tokyo,Koto
CAND000262,Sophie,Evans,1999-12-28,Male,UK,Doctorate,5,1,Chiba,Funabashi
CAND000263,Neha,Kapoor,1976-12-13,Male,India,Master's Degree,4,2,Chiba,Chiba
CAND000264,Mark,Garcia,1980-02-24,Male,Philippines,Bachelor's Degree,4,2,Chiba,Kashiwa
CAND000265,Thabo,Mokoena,1991-11-26,Female,South Africa,Master's Degree,4,1,Tokyo,Edogawa
CAND000266,Ava,Wilson,1994-05-10,Male,Canada,Associate Degree,5,3,Saitama,Koshigaya
CAND000267,George,Davies,1995-04-22,Male,UK,Bachelor's Degree,5,2,Tokyo,Itabashi
CAND000268,Jessica,Davis,1986-10-07,Female,USA,Bachelor's Degree,5,1,Tokyo,Nerima
CAND000269,Joon-ho,Choi,1990-12-24,Male,South Korea,Other,4,2,Kanagawa,Sagamihara
CAND000270,Ava,Wilson,1988-10-23,Male,Canada,Bachelor's Degree,5,1,Chiba,Chiba
CAND000271,Jessica,Davis,1978-12-19,Male,USA,Bachelor's Degree,5,4,Tokyo,Shinjuku
CAND000272,Michael,Johnson,1996-02-24,Male,USA,Bachelor's Degree,5,1,Tokyo,Shinjuku
CAND000273,Olivia,Campbell,1978-03-15,Male,Australia,Master's Degree,5,1,Tokyo,Setagaya
CAND000274,Maya,Brown,1989-04-21,Male,Canada,Bachelor's Degree,5,3,Tokyo,Shinjuku
CAND000275,Charlotte,Brown,1982-09-10,Female,UK,Bachelor's Degree,5,2,Chiba,Funabashi
CAND000276,Sean,Murphy,1991-12-29,Female,Ireland,Bachelor's Degree,5,4,Tokyo,Nerima
CAND000277,Amelia,Taylor,1994-01-29,Male,UK,Bachelor's Degree,5,1,Kanagawa,Kawasaki
CAND000278,Rahul,Mehta,1971-07-02,Male,India,Other,5,1,Tokyo,Shinjuku
CAND000279,Sophie,Evans,1981-12-08,Male,UK,Bachelor's Degree,5,2,Kanagawa,Kawasaki
CAND000280,Emily,Carter,1995-03-19,Female,USA,Bachelor's Degree,5,1,Kanagawa,Fujisawa
CAND000281,Liam,Anderson,2002-11-30,Female,Australia,Bachelor's Degree,5,2,Tokyo,Ota
CAND000282,James,Thompson,1994-09-21,Female,UK,Bachelor's Degree,5,1,Saitama,Koshigaya
CAND000283,Emma,Thompson,1984-12-06,Female,Canada,Bachelor's Degree,5,3,Tokyo,Koto
CAND000284,Olivia,Campbell,1988-10-05,Female,Australia,Bachelor's Degree,5,1,Kanagawa,Yokohama
CAND000285,Olivia,Campbell,2002-12-01,Female,Australia,Bachelor's Degree,5,2,Chiba,Kashiwa
CAND000286,Lucas,Anderson,1978-11-23,Male,Canada,Bachelor's Degree,5,2,Saitama,Wako
CAND000287,Sean,Murphy,1988-02-27,Male,Ireland,Bachelor's Degree,5,3,Tokyo,Ota
CAND000288,Jessica,Davis,1994-06-05,Female,USA,Bachelor's Degree,5,2,Tokyo,Shinjuku
CAND000289,Emily,Carter,1978-03-10,Female,USA,Associate Degree,5,3,Saitama,Kawagoe
CAND000290,George,Davies,1992-02-23,Female,UK,Bachelor's Degree,5,2,Tokyo,Hachioji
CAND000291,Ruby,Taylor,1981-12-10,Female,New Zealand,Master's Degree,5,1,Chiba,Funabashi
CAND000292,Oliver,Wilson,1973-03-03,Male,UK,Bachelor's Degree,5,2,Tokyo,Koto
CAND000293,Angela,Reyes,1989-12-31,Female,Philippines,Other,4,2,Tokyo,Setagaya
CAND000294,Mark,Garcia,1996-01-15,Male,Philippines,Bachelor's Degree,3,1,Tokyo,Itabashi
CAND000295,Patricia,Mendoza,1991-11-16,Male,Philippines,Bachelor's Degree,5,1,Kanagawa,Atsugi
CAND000296,Maria,Cruz,1978-12-26,Female,Philippines,Bachelor's Degree,4,4,Tokyo,Koto
CAND000297,Carlos,Hernández,1998-04-13,Male,Mexico,Doctorate,4,1,Chiba,Urayasu
CAND000298,Arjun,Sharma,1992-06-17,Female,India,Bachelor's Degree,5,2,Chiba,Ichikawa
CAND000299,Oliver,Wilson,1981-10-09,Male,UK,Bachelor's Degree,5,1,Tokyo,Hachioji
CAND000300,Olivia,Campbell,1983-05-12,Male,Australia,Associate Degree,5,2,Chiba,Chiba
CAND000301,Amelia,Taylor,1985-01-01,Female,UK,Bachelor's Degree,5,1,Tokyo,Koto
CAND000302,Mia,Walker,1996-03-04,Female,Australia,Bachelor's Degree,5,2,Tokyo,Itabashi
CAND000303,John,Santos,1995-11-17,Male,Philippines,Bachelor's Degree,4,2,Tokyo,Shinjuku
CAND000304,Jessica,Davis,1992-01-09,Male,USA,Master's Degree,5,3,Saitama,Soka
CAND000305,Alejandro,García,1983-10-15,Female,Mexico,Bachelor's Degree,4,1,Saitama,Wako
CAND000306,John,Santos,1991-08-08,Female,Philippines,Doctorate,4,1,Tokyo,Setagaya
CAND000307,Daniel,Williams,2000-08-07,Female,USA,Bachelor's Degree,5,1,Tokyo,Itabashi
CAND000308,James,Anderson,2000-07-02,Female,USA,Bachelor's Degree,5,3,Tokyo,Itabashi
CAND000309,Jessica,Davis,1995-05-10,Female,USA,Bachelor's Degree,5,3,Kanagawa,Fujisawa
CAND000310,Conor,Byrne,1994-12-11,Male,Ireland,Bachelor's Degree,5,2,Saitama,Kawagoe
CAND000311,Ciara,Walsh,1983-11-22,Male,Ireland,Bachelor's Degree,5,2,Kanagawa,Sagamihara
CAND000312,Angela,Reyes,1999-08-17,Female,Philippines,Bachelor's Degree,4,2,Tokyo,Tachikawa
CAND000313,Joshua,Aquino,1998-04-30,Female,Philippines,Bachelor's Degree,5,3,Kanagawa,Yamato
CAND000314,Luis,González,1979-08-22,Female,Mexico,Associate Degree,5,1,Tokyo,Nerima
CAND000315,Mia,Walker,2000-06-07,Female,Australia,Doctorate,5,1,Tokyo,Tachikawa
CAND000316,Daniel,Williams,1972-03-16,Female,USA,Bachelor's Degree,5,1,Tokyo,Hachioji
CAND000317,Jessica,Davis,2002-06-14,Female,USA,Other,5,3,Tokyo,Ota
CAND000318,Angela,Reyes,1972-11-23,Male,Philippines,Bachelor's Degree,5,3,Chiba,Chiba
CAND000319,John,Santos,1990-11-08,Male,Philippines,Bachelor's Degree,4,3,Tokyo,Ota
CAND000320,Sarah,Miller,1981-06-22,Male,USA,Bachelor's Degree,5,1,Saitama,Saitama
CAND000321,Joshua,Aquino,1996-03-25,Male,Philippines,Bachelor's Degree,4,1,Tokyo,Setagaya
CAND000322,Ethan,Martin,1981-08-15,Female,Canada,Other,5,2,Tokyo,Shinjuku
CAND000323,Ji-woo,Park,2000-04-04,Male,South Korea,Associate Degree,4,1,Chiba,Ichikawa
CAND000324,Patricia,Mendoza,1995-10-21,Female,Philippines,Master's Degree,5,1,Saitama,Asaka
CAND000325,James,Anderson,1971-09-28,Male,USA,Bachelor's Degree,5,2,Chiba,Chiba
CAND000326,James,Thompson,1972-02-16,Male,UK,Other,5,2,Chiba,Ichikawa
CAND000327,Daniel,Williams,1985-04-27,Male,USA,Bachelor's Degree,5,2,Saitama,Soka
CAND000328,Sarah,Miller,1975-11-27,Male,USA,Bachelor's Degree,5,1,Tokyo,Nerima
CAND000329,Sarah,Miller,1989-10-16,Female,USA,Bachelor's Degree,5,4,Saitama,Wako
CAND000330,Carlos,Hernández,1980-11-22,Female,Mexico,Bachelor's Degree,5,4,Tokyo,Koto
CAND000331,Ryan,Campbell,1974-05-14,Male,Canada,Bachelor's Degree,5,1,Chiba,Ichikawa
CAND000332,Maria,Cruz,1999-10-25,Male,Philippines,Associate Degree,4,1,Kanagawa,Atsugi
CAND000333,Maya,Brown,1975-04-30,Female,Canada,Master's Degree,5,1,Tokyo,Nerima
CAND000334,Oliver,Wilson,1985-01-03,Female,UK,Bachelor's Degree,5,1,Saitama,Kawaguchi
CAND000335,Faith,Njeri,1984-04-02,Male,Kenya,Bachelor's Degree,5,4,Saitama,Wako
CAND000336,Chloe,Mitchell,1972-09-10,Male,Australia,Master's Degree,5,1,Tokyo,Itabashi
CAND000337,Jessica,Davis,1986-05-25,Female,USA,Other,5,1,Chiba,Ichikawa
CAND000338,Maria,Cruz,1992-03-02,Male,Philippines,Bachelor's Degree,4,2,Saitama,Kawagoe
CAND000339,Liam,Anderson,1985-04-06,Male,Australia,Doctorate,5,1,Tokyo,Tachikawa
CAND000340,Lucas,Anderson,1982-01-30,Male,Canada,Master's Degree,5,1,Tokyo,Setagaya
CAND000341,Daniel,Williams,2001-04-28,Female,USA,Bachelor's Degree,5,2,Kanagawa,Fujisawa
CAND000342,Noah,Collins,1981-12-06,Male,Australia,Bachelor's Degree,5,1,Tokyo,Tachikawa
CAND000343,Kevin,Mwangi,1978-05-17,Male,Kenya,Bachelor's Degree,4,1,Tokyo,Edogawa
CAND000344,Joshua,Aquino,1998-07-03,Female,Philippines,Master's Degree,5,3,Chiba,Ichikawa
CAND000345,Mia,Walker,1991-01-09,Female,Australia,Associate Degree,5,2,Saitama,Koshigaya
CAND000346,Alejandro,García,1981-09-19,Male,Mexico,Doctorate,5,2,Tokyo,Itabashi
CAND000347,Mia,Walker,1990-05-05,Male,Australia,Master's Degree,5,2,Saitama,Soka
CAND000348,George,Davies,1993-10-08,Male,UK,Bachelor's Degree,5,3,Tokyo,Itabashi
CAND000349,Daniel,Williams,1999-10-09,Male,USA,Bachelor's Degree,5,3,Tokyo,Hachioji
CAND000350,Diego,López,1975-08-18,Female,Mexico,Bachelor's Degree,3,2,Tokyo,Tachikawa
CAND000351,Sarah,Miller,1988-01-04,Female,USA,Bachelor's Degree,5,2,Chiba,Kashiwa
CAND000352,Oliver,Wilson,1975-05-31,Female,UK,Master's Degree,5,2,Tokyo,Hachioji
CAND000353,Sarah,Miller,1993-12-22,Female,USA,Bachelor's Degree,5,2,Kanagawa,Yokohama
CAND000354,Brian,Otieno,1994-11-15,Male,Kenya,Master's Degree,5,2,Saitama,Tokorozawa
CAND000355,Daniel,Williams,1986-01-10,Female,USA,Bachelor's Degree,5,1,Tokyo,Setagaya
CAND000356,Patricia,Mendoza,1972-06-29,Female,Philippines,Bachelor's Degree,4,2,Kanagawa,Sagamihara
CAND000357,Michael,Johnson,1976-02-23,Female,USA,Associate Degree,5,1,Tokyo,Ota
CAND000358,Michael,Johnson,1973-01-30,Female,USA,Associate Degree,5,3,Chiba,Chiba
CAND000359,James,Anderson,1971-02-06,Male,USA,Associate Degree,5,3,Tokyo,Tachikawa
CAND000360,Ethan,Martin,1993-12-21,Male,Canada,Bachelor's Degree,5,3,Tokyo,Shinjuku
CAND000361,Daniel,Williams,1979-11-02,Female,USA,Master's Degree,5,1,Kanagawa,Atsugi
CAND000362,Sarah,Miller,1982-10-05,Female,USA,Master's Degree,5,1,Tokyo,Tachikawa
CAND000363,Charlotte,Brown,1980-12-18,Male,UK,Bachelor's Degree,5,3,Chiba,Urayasu
CAND000364,George,Davies,1997-10-03,Female,UK,Bachelor's Degree,5,3,Tokyo,Nerima
CAND000365,Joshua,Aquino,1977-11-18,Male,Philippines,Bachelor's Degree,5,2,Tokyo,Edogawa
CAND000366,James,Thompson,1977-02-24,Male,UK,Bachelor's Degree,5,2,Tokyo,Nerima
CAND000367,Sophie,Evans,1983-05-06,Female,UK,Bachelor's Degree,5,1,Tokyo,Tachikawa
CAND000368,Daniel,Williams,1983-09-13,Female,USA,Bachelor's Degree,5,2,Tokyo,Itabashi
CAND000369,Oliver,Wilson,1985-07-13,Female,UK,Bachelor's Degree,5,1,Saitama,Kawagoe
CAND000370,Maria,Cruz,1978-07-29,Male,Philippines,Bachelor's Degree,4,3,Kanagawa,Fujisawa
CAND000371,Jessica,Davis,1985-05-11,Male,USA,Associate Degree,5,2,Tokyo,Itabashi
CAND000372,Sophie,Evans,2000-05-25,Female,UK,Bachelor's Degree,5,1,Tokyo,Koto
CAND000373,Noah,Collins,1983-12-30,Male,Australia,Bachelor's Degree,5,2,Tokyo,Itabashi
CAND000374,Patricia,Mendoza,1988-05-25,Female,Philippines,Bachelor's Degree,4,2,Tokyo,Hachioji
CAND000375,Jessica,Davis,1986-11-13,Female,USA,Bachelor's Degree,5,1,Tokyo,Ota
CAND000376,Sarah,Miller,1971-02-14,Female,USA,Bachelor's Degree,5,2,Chiba,Chiba
CAND000377,James,Anderson,1994-03-06,Male,USA,Other,5,1,Saitama,Tokorozawa
CAND000378,Carlos,Hernández,1991-08-18,Female,Mexico,Master's Degree,4,2,Saitama,Kawaguchi
CAND000379,Oliver,Wilson,1986-04-14,Female,UK,Bachelor's Degree,5,2,Saitama,Koshigaya
CAND000380,Ciara,Walsh,1970-08-31,Male,Ireland,Bachelor's Degree,5,2,Chiba,Chiba
CAND000381,Daniel,Williams,1999-11-27,Male,USA,Bachelor's Degree,5,3,Tokyo,Ota
CAND000382,Priya,Patel,1991-11-03,Male,India,Bachelor's Degree,5,1,Kanagawa,Fujisawa
CAND000383,Mariana,Rodríguez,1999-07-19,Female,Mexico,Bachelor's Degree,5,2,Tokyo,Hachioji
CAND000384,Maya,Brown,1970-04-24,Male,Canada,Bachelor's Degree,5,4,Tokyo,Nerima
CAND000385,Mia,Walker,1982-07-03,Female,Australia,Bachelor's Degree,5,1,Tokyo,Hachioji
CAND000386,Mia,Walker,1973-01-20,Female,Australia,Master's Degree,5,3,Saitama,Soka
CAND000387,Oliver,Wilson,1998-02-11,Female,UK,Doctorate,5,2,Tokyo,Edogawa
CAND000388,Emily,Carter,1987-08-30,Female,USA,Bachelor's Degree,5,1,Tokyo,Nerima
CAND000389,Liam,Anderson,1971-08-23,Male,Australia,Bachelor's Degree,5,1,Saitama,Kawaguchi
CAND000390,Lucas,Anderson,1987-08-23,Male,Canada,Bachelor's Degree,5,3,Tokyo,Itabashi
CAND000391,Rohan,Gupta,1982-07-08,Male,India,Bachelor's Degree,5,3,Tokyo,Edogawa
CAND000392,Mariana,Rodríguez,1980-06-15,Male,Mexico,Bachelor's Degree,5,3,Chiba,Ichikawa
CAND000393,Olivia,Campbell,1980-10-11,Male,Australia,Bachelor's Degree,5,1,Chiba,Matsudo
CAND000394,George,Davies,1986-12-06,Female,UK,Bachelor's Degree,5,3,Tokyo,Nerima
CAND000395,Jessica,Davis,1971-03-11,Male,USA,Master's Degree,5,2,Tokyo,Nerima
CAND000396,Arjun,Sharma,2002-01-12,Male,India,Bachelor's Degree,4,1,Kanagawa,Yokohama
CAND000397,Jason,Naidoo,1998-12-10,Female,South Africa,Bachelor's Degree,5,1,Tokyo,Koto
CAND000398,Liam,Anderson,1987-01-13,Male,Australia,Other,5,3,Saitama,Wako
CAND000399,Jessica,Davis,1997-12-17,Female,USA,Bachelor's Degree,5,1,Saitama,Asaka
CAND000400,Priya,Patel,1987-02-13,Female,India,Bachelor's Degree,5,2,Saitama,Kawaguchi
CAND000401,George,Davies,1971-11-21,Male,UK,Bachelor's Degree,5,1,Chiba,Urayasu
CAND000402,Kevin,Mwangi,2001-06-09,Male,Kenya,Master's Degree,4,1,Saitama,Soka
CAND000403,Mia,Walker,1977-02-18,Female,Australia,Bachelor's Degree,5,2,Tokyo,Tachikawa
CAND000404,Ava,Wilson,1997-03-05,Male,Canada,Bachelor's Degree,5,2,Kanagawa,Yamato
CAND000405,Priya,Patel,1995-02-26,Female,India,Associate Degree,4,2,Saitama,Saitama
CAND000406,Olivia,Campbell,1982-06-05,Female,Australia,Bachelor's Degree,5,2,Tokyo,Itabashi
CAND000407,Oliver,Wilson,1984-12-11,Male,UK,Bachelor's Degree,5,2,Saitama,Koshigaya
CAND000408,Emily,Carter,1998-02-25,Male,USA,Bachelor's Degree,5,2,Chiba,Ichikawa
CAND000409,Lucas,Anderson,1988-02-22,Female,Canada,Bachelor's Degree,5,3,Tokyo,Hachioji
CAND000410,Sophie,Evans,1970-11-10,Male,UK,Bachelor's Degree,5,2,Kanagawa,Yokohama
CAND000411,Angela,Reyes,1979-07-16,Male,Philippines,Bachelor's Degree,5,2,Tokyo,Itabashi
CAND000412,Oliver,Wilson,1994-08-08,Female,UK,Bachelor's Degree,5,3,Tokyo,Nerima
CAND000413,Sarah,Miller,1975-04-02,Female,USA,Master's Degree,5,1,Tokyo,Setagaya
CAND000414,Lerato,Dlamini,1987-08-07,Male,South Africa,Master's Degree,4,4,Saitama,Koshigaya
CAND000415,Daniel,Williams,1997-07-05,Female,USA,Bachelor's Degree,5,1,Tokyo,Hachioji
CAND000416,Mariana,Rodríguez,1997-02-20,Female,Mexico,Bachelor's Degree,4,2,Tokyo,Ota
CAND000417,Ji-woo,Park,2001-10-04,Male,South Korea,Bachelor's Degree,5,3,Kanagawa,Yokohama
CAND000418,James,Anderson,1970-10-23,Female,USA,Master's Degree,5,1,Kanagawa,Atsugi
CAND000419,Maya,Brown,2001-09-02,Male,Canada,Bachelor's Degree,5,5,Chiba,Kashiwa
CAND000420,Emma,Thompson,1973-03-18,Female,Canada,Bachelor's Degree,5,3,Chiba,Kashiwa
CAND000421,Ava,Wilson,1989-07-16,Female,Canada,Bachelor's Degree,5,3,Tokyo,Itabashi
CAND000422,Ruby,Taylor,2002-12-06,Female,New Zealand,Bachelor's Degree,5,2,Kanagawa,Yamato
CAND000423,Jessica,Davis,1993-10-25,Female,USA,Bachelor's Degree,5,2,Tokyo,Edogawa
CAND000424,Lucas,Anderson,1998-06-09,Male,Canada,Associate Degree,5,2,Kanagawa,Yokohama
CAND000425,George,Davies,1976-04-13,Male,UK,Bachelor's Degree,5,1,Chiba,Kashiwa
CAND000426,George,Davies,1980-11-06,Female,UK,Bachelor's Degree,5,2,Saitama,Soka
CAND000427,Jessica,Davis,1992-05-08,Female,USA,Bachelor's Degree,5,4,Chiba,Matsudo
CAND000428,Brian,Otieno,1985-12-26,Female,Kenya,Bachelor's Degree,4,1,Tokyo,Setagaya
CAND000429,Sarah,Miller,1974-10-30,Male,USA,Bachelor's Degree,5,2,Tokyo,Itabashi
CAND000430,Emily,Carter,1970-05-13,Male,USA,Other,5,3,Saitama,Kawaguchi
CAND000431,Isla,Scott,1986-06-02,Male,New Zealand,Master's Degree,5,1,Tokyo,Setagaya
CAND000432,Oliver,Wilson,1987-02-23,Male,UK,Bachelor's Degree,5,4,Tokyo,Edogawa
CAND000433,Noah,Collins,1988-05-14,Male,Australia,Bachelor's Degree,5,1,Kanagawa,Atsugi
CAND000434,Diego,López,1990-11-12,Female,Mexico,Master's Degree,4,1,Tokyo,Ota
CAND000435,Jessica,Davis,1994-03-14,Male,USA,Bachelor's Degree,5,1,Kanagawa,Yamato
CAND000436,Oliver,Wilson,1988-02-14,Female,UK,Master's Degree,5,3,Tokyo,Tachikawa
CAND000437,Amelia,Taylor,1983-08-23,Female,UK,Doctorate,5,2,Tokyo,Koto
CAND000438,Olivia,Campbell,1972-11-08,Male,Australia,Master's Degree,5,3,Tokyo,Itabashi
CAND000439,Jack,Taylor,1995-04-27,Female,Australia,Master's Degree,5,2,Tokyo,Hachioji
CAND000440,Jack,Taylor,2001-05-27,Female,Australia,Bachelor's Degree,5,1,Saitama,Soka
CAND000441,James,Anderson,2001-07-16,Male,USA,Bachelor's Degree,5,2,Tokyo,Setagaya
CAND000442,Joshua,Aquino,1982-07-23,Male,Philippines,Bachelor's Degree,5,1,Kanagawa,Kawasaki
CAND000443,Rahul,Mehta,2000-04-07,Male,India,Bachelor's Degree,5,3,Tokyo,Hachioji
CAND000444,Noah,Collins,1977-10-29,Female,Australia,Bachelor's Degree,5,4,Saitama,Kawagoe
CAND000445,Jessica,Davis,1993-08-09,Female,USA,Master's Degree,5,2,Kanagawa,Yokohama
CAND000446,Maya,Brown,1988-04-04,Female,Canada,Other,5,1,Kanagawa,Yamato
CAND000447,John,Santos,1991-02-25,Female,Philippines,Master's Degree,5,2,Tokyo,Nerima
CAND000448,Sofía,Martínez,1995-06-18,Male,Mexico,Bachelor's Degree,4,1,Saitama,Asaka
CAND000449,James,Thompson,1993-09-15,Male,UK,Bachelor's Degree,5,2,Tokyo,Shinjuku
CAND000450,Ciara,Walsh,1992-07-02,Male,Ireland,Master's Degree,5,1,Tokyo,Setagaya
CAND000451,Sophie,Evans,1978-08-14,Female,UK,Master's Degree,5,2,Chiba,Matsudo
CAND000452,Mia,Walker,1999-11-29,Male,Australia,Bachelor's Degree,5,1,Saitama,Kawagoe
CAND000453,James,Thompson,1977-06-15,Male,UK,Bachelor's Degree,5,1,Tokyo,Hachioji
CAND000454,Angela,Reyes,1976-03-11,Female,Philippines,Bachelor's Degree,4,2,Tokyo,Setagaya
CAND000455,Jack,Taylor,2001-04-09,Male,Australia,Master's Degree,5,2,Tokyo,Tachikawa
CAND000456,Min-seo,Kang,1997-11-16,Male,South Korea,Master's Degree,4,3,Tokyo,Koto
CAND000457,Carlos,Hernández,1983-03-31,Female,Mexico,Bachelor's Degree,4,2,Tokyo,Koto
CAND000458,Noah,Collins,1994-10-27,Male,Australia,Master's Degree,5,2,Saitama,Saitama
CAND000459,Joon-ho,Choi,2000-04-14,Female,South Korea,Bachelor's Degree,5,4,Saitama,Soka
CAND000460,Ethan,Martin,1986-06-10,Male,Canada,Bachelor's Degree,5,1,Saitama,Koshigaya
CAND000461,Neha,Kapoor,1997-06-05,Male,India,Bachelor's Degree,5,2,Tokyo,Tachikawa
CAND000462,Joshua,Aquino,1990-01-28,Female,Philippines,Bachelor's Degree,5,2,Saitama,Koshigaya
CAND000463,James,Anderson,1972-03-25,Female,USA,Bachelor's Degree,5,4,Kanagawa,Yamato
CAND000464,Sarah,Miller,1979-09-09,Female,USA,Bachelor's Degree,5,2,Tokyo,Ota
CAND000465,Daniel,Williams,1974-10-11,Male,USA,Associate Degree,5,2,Kanagawa,Yokohama
CAND000466,Seo-yeon,Lee,1989-12-01,Male,South Korea,Other,5,2,Saitama,Koshigaya
CAND000467,Jessica,Davis,1973-12-02,Male,USA,Bachelor's Degree,5,1,Tokyo,Edogawa
CAND000468,Min-jun,Kim,1972-04-10,Male,South Korea,Bachelor's Degree,4,2,Chiba,Matsudo
CAND000469,James,Thompson,1987-05-26,Female,UK,Bachelor's Degree,5,3,Tokyo,Ota
CAND000470,Diego,López,1987-11-03,Female,Mexico,Bachelor's Degree,5,3,Chiba,Ichikawa
CAND000471,Isla,Scott,1982-11-09,Female,New Zealand,Bachelor's Degree,5,2,Chiba,Ichikawa
CAND000472,Michael,Johnson,2001-08-21,Male,USA,Master's Degree,5,4,Kanagawa,Yokohama
CAND000473,Olivia,Campbell,1985-03-16,Female,Australia,Bachelor's Degree,5,1,Tokyo,Itabashi
CAND000474,Carlos,Hernández,1998-11-29,Female,Mexico,Master's Degree,5,2,Saitama,Asaka
CAND000475,Emily,Carter,1994-01-03,Female,USA,Bachelor's Degree,5,2,Saitama,Saitama
CAND000476,Mariana,Rodríguez,1990-07-25,Male,Mexico,Bachelor's Degree,5,3,Kanagawa,Atsugi
CAND000477,Joshua,Aquino,1979-08-13,Female,Philippines,Bachelor's Degree,4,1,Tokyo,Koto
CAND000478,Amelia,Taylor,1975-11-30,Female,UK,Bachelor's Degree,5,1,Tokyo,Ota
CAND000479,Lucas,Anderson,1977-01-23,Female,Canada,Bachelor's Degree,5,1,Tokyo,Ota
CAND000480,Sofía,Martínez,1978-04-07,Female,Mexico,Bachelor's Degree,5,1,Tokyo,Shinjuku
CAND000481,Olivia,Campbell,1979-07-03,Female,Australia,Bachelor's Degree,5,3,Tokyo,Nerima
CAND000482,Sophie,Evans,1990-02-03,Female,UK,Bachelor's Degree,5,4,Tokyo,Setagaya
CAND000483,Min-seo,Kang,1970-01-16,Male,South Korea,Associate Degree,5,3,Chiba,Funabashi
CAND000484,Maya,Brown,1997-09-14,Female,Canada,Doctorate,5,2,Saitama,Koshigaya
CAND000485,Sarah,Miller,1982-04-02,Female,USA,Associate Degree,5,1,Tokyo,Edogawa
CAND000486,Sophie,Evans,1992-01-05,Male,UK,Bachelor's Degree,5,3,Chiba,Matsudo
CAND000487,Charlotte,Brown,1983-04-29,Female,UK,Doctorate,5,1,Saitama,Kawaguchi
CAND000488,Michael,Johnson,1985-11-25,Female,USA,Bachelor's Degree,5,1,Kanagawa,Atsugi
CAND000489,James,Anderson,1971-09-25,Male,USA,Bachelor's Degree,5,4,Chiba,Ichikawa
CAND000490,Michael,Johnson,1978-11-20,Male,USA,Associate Degree,5,1,Chiba,Chiba
CAND000491,Mia,Walker,2002-12-12,Female,Australia,Bachelor's Degree,5,2,Saitama,Koshigaya
CAND000492,Charlotte,Brown,1978-09-09,Male,UK,Bachelor's Degree,5,1,Tokyo,Hachioji
CAND000493,Liam,Anderson,1994-04-14,Male,Australia,Bachelor's Degree,5,1,Chiba,Matsudo
CAND000494,Maya,Brown,1976-07-02,Male,Canada,Bachelor's Degree,5,2,Tokyo,Tachikawa
CAND000495,Mia,Walker,1994-02-12,Female,Australia,Bachelor's Degree,5,1,Tokyo,Koto
CAND000496,Amelia,Taylor,1975-03-05,Male,UK,Bachelor's Degree,5,3,Tokyo,Tachikawa
CAND000497,Oliver,Wilson,1989-03-01,Female,UK,Bachelor's Degree,5,2,Saitama,Kawagoe
CAND000498,Ananya,Singh,1985-10-28,Female,India,Bachelor's Degree,4,1,Saitama,Tokorozawa
CAND000499,Neha,Kapoor,1977-11-24,Female,India,Bachelor's Degree,5,3,Chiba,Funabashi
CAND000500,Michael,Johnson,1972-11-03,Female,USA,Bachelor's Degree,5,2,Kanagawa,Yamato
CAND000501,Patrick,Ryan,1992-09-29,Female,Ireland,Associate Degree,5,1,Saitama,Wako
CAND000502,Michael,Johnson,1981-06-26,Female,USA,Bachelor's Degree,5,5,Tokyo,Shinjuku
CAND000503,Conor,Byrne,1975-12-27,Male,Ireland,Bachelor's Degree,5,2,Tokyo,Edogawa
CAND000504,Maria,Cruz,1983-05-27,Male,Philippines,Bachelor's Degree,4,4,Chiba,Kashiwa
CAND000505,Daniel,Williams,1981-02-23,Male,USA,Bachelor's Degree,5,2,Saitama,Koshigaya
CAND000506,Michael,Johnson,1981-03-13,Female,USA,Bachelor's Degree,5,2,Saitama,Soka
CAND000507,Jessica,Davis,1999-05-20,Female,USA,Bachelor's Degree,5,1,Kanagawa,Yokohama
CAND000508,Lucas,Anderson,1981-03-06,Male,Canada,Bachelor's Degree,5,2,Tokyo,Shinjuku
CAND000509,Rahul,Mehta,1994-08-28,Male,India,Bachelor's Degree,5,2,Kanagawa,Kawasaki
CAND000510,Michael,Johnson,1973-01-10,Male,USA,Bachelor's Degree,5,2,Saitama,Tokorozawa
CAND000511,Diego,López,2000-07-14,Male,Mexico,Bachelor's Degree,5,1,Tokyo,Koto
CAND000512,Rahul,Mehta,1971-07-27,Female,India,Bachelor's Degree,4,4,Tokyo,Hachioji
CAND000513,Min-jun,Kim,1976-06-05,Male,South Korea,Bachelor's Degree,5,1,Tokyo,Hachioji
CAND000514,Maya,Brown,1997-09-27,Male,Canada,Associate Degree,5,3,Tokyo,Koto
CAND000515,Daniel,Williams,1973-11-10,Female,USA,Bachelor's Degree,5,3,Kanagawa,Kawasaki
CAND000516,Michael,Johnson,1981-07-04,Male,USA,Bachelor's Degree,5,1,Tokyo,Nerima
CAND000517,James,Anderson,1993-11-11,Male,USA,Doctorate,5,2,Tokyo,Ota
CAND000518,Lucas,Anderson,1990-08-02,Female,Canada,Bachelor's Degree,5,1,Saitama,Asaka
CAND000519,Daniel,Williams,1976-12-14,Female,USA,Doctorate,5,1,Tokyo,Shinjuku
CAND000520,Jessica,Davis,1977-07-25,Female,USA,Master's Degree,5,2,Chiba,Urayasu
